# Length, Width, Layers
1.024398312048466551e+02,5.088884682354617439e+01,1.030820281093954183e+00
1.029163394376240603e+02,5.280222780202544897e+01,1.416831381287711356e+00
1.048634957340719041e+02,5.773198645423165942e+01,1.323810539899980210e+00
1.074546064401996261e+02,5.078800581081311805e+01,1.379872589652906933e+00
1.090358688774831393e+02,5.650063327415610104e+01,1.253814033579301102e+00
1.004649886879234799e+02,5.386971253007513383e+01,1.248559637246853038e+00
1.006614197418578982e+02,5.055138432095347412e+01,1.301030590761513395e+00
1.084648599892198035e+02,5.885824994772406171e+01,1.045690083864798670e+00
1.007050971440732781e+02,5.959926018044252771e+01,1.297886406163293760e+00
1.076493764134241360e+02,5.127017729298314919e+01,1.251199805545401000e+00
1.042250732354169713e+02,5.498423142169583144e+01,1.078021216456582554e+00
1.043497321788182433e+02,5.189986169050300902e+01,1.163318092797040126e+00
1.083650559349159437e+02,5.982946265090679105e+01,1.178147653466312672e+00
1.082616792248576303e+02,5.096004583346678629e+01,1.292490704782375266e+00
1.079010625820205291e+02,5.076179086559254472e+01,1.386887378036350427e+00
1.080317468386739961e+02,5.357450835430645242e+01,1.178318241072759065e+00
1.099533338124314383e+02,5.792671532958458869e+01,1.188929465803603591e+00
1.020530041463124746e+02,5.899550986077028369e+01,1.265935850963763043e+00
1.003887852646520429e+02,5.573402756456441409e+01,1.281301184349871392e+00
1.061453195035554700e+02,5.887543822341952193e+01,1.462988864892620144e+00
1.090437764474889377e+02,5.680274246370012037e+01,1.472785697213531364e+00
1.081958812246655555e+02,5.147509111512341207e+01,1.186111705023225493e+00
1.042025120274523289e+02,5.547729293301386377e+01,1.433219671824047747e+00
1.097111767097210020e+02,5.593421641173063108e+01,1.299092979072602683e+00
1.041158085150120343e+02,5.557916160545239137e+01,1.087351244897962088e+00
1.083881506973930584e+02,5.079009749269162910e+01,1.130877716792897392e+00
1.029614472263410931e+02,5.243379660981964463e+01,1.004641970250541583e+00
1.022042936813328566e+02,5.937418497042666843e+01,1.438796040629528594e+00
1.022474752382350829e+02,5.922201762956604654e+01,1.350249032011741290e+00
1.079561231227967113e+02,5.898581808826515527e+01,1.243475777119702252e+00
1.015652745255383849e+02,5.209269013103464374e+01,1.301758666765536976e+00
1.063626064153209114e+02,5.781643835744760906e+01,1.440557275289636063e+00
1.099776437767470725e+02,5.867110914063519544e+01,1.012069302406810145e+00
1.013433460619947368e+02,5.358330519215811449e+01,1.300889896735067497e+00
1.041277544162091857e+02,5.677925754563022309e+01,1.495676520941567000e+00
1.048004361385047218e+02,5.055253076905172804e+01,1.472413075496393997e+00
1.097831370700091753e+02,5.464596903682114970e+01,1.308330579851186393e+00
1.057960819114717452e+02,5.131275109157404302e+01,1.310273101576186594e+00
1.018324239487743341e+02,5.478932730892459801e+01,1.169177398411911595e+00
1.075063114655280430e+02,5.407172219591622309e+01,1.053467803011882031e+00
1.085756003437793140e+02,5.773393752858410721e+01,1.064134009053333774e+00
1.021102028294961173e+02,5.219140569375952055e+01,1.082523854838438382e+00
1.008033931932798879e+02,5.305185553713063484e+01,1.356207023979590032e+00
1.001492044950842200e+02,5.705884057066499082e+01,1.065446162032631428e+00
1.018620922301557243e+02,5.968485049024626221e+01,1.037693704712007170e+00
1.021442998778365876e+02,5.253549105071561343e+01,1.282812892354321166e+00
1.053853200514353574e+02,5.323488701903804099e+01,1.393262978702326738e+00
1.010647907836546011e+02,5.446402469251579959e+01,1.005773125799775958e+00
1.055683609470675748e+02,5.217661524312662635e+01,1.275371475103063146e+00
1.091978082792070381e+02,5.017611831847697346e+01,1.405247932760181673e+00
1.009744933466780878e+02,5.737315546887582229e+01,1.263180655388874474e+00
1.018746833799443010e+02,5.789121054857727700e+01,1.205717593148894151e+00
1.059873280463089458e+02,5.668045900811657134e+01,1.200539388831900922e+00
1.006645235602196067e+02,5.571576260784596712e+01,1.361169822662854356e+00
1.013654859499396395e+02,5.493642155297143148e+01,1.099831454206751769e+00
1.097561935535532172e+02,5.027572926274474696e+01,1.350980368933639042e+00
1.052814352399980322e+02,5.261023859463882246e+01,1.058431494411483431e+00
1.022116033038230682e+02,5.977653136260659750e+01,1.489076341742959109e+00
1.069977114745231574e+02,5.047847018595168578e+01,1.256647312961301166e+00
1.036156198969558631e+02,5.432457230877063381e+01,1.205965749972630396e+00
1.061680484394323969e+02,5.608677788452473578e+01,1.438809149262390452e+00
1.072001223015541456e+02,5.374473319023838513e+01,1.104660284876681109e+00
1.003932302968897119e+02,5.663613890895540237e+01,1.451069104115088937e+00
1.021093903496981596e+02,5.697763200698155117e+01,1.277968251685317469e+00
1.045159677602547106e+02,5.584129409443882963e+01,1.421686469190806656e+00
1.092174455494713641e+02,5.141226803063127448e+01,1.017747646113830839e+00
1.071415063836449804e+02,5.525122413601212656e+01,1.471748523577235623e+00
1.082235498650283319e+02,5.377618973363449584e+01,2.236503058951416101e+00
1.046469353898641401e+02,5.167586843022565546e+01,2.430390566334315938e+00
1.085096757526868885e+02,5.277661056333616330e+01,2.385777743991050137e+00
1.082594394059029241e+02,5.030483949420031564e+01,2.028082366064902331e+00
1.040952350867635090e+02,5.957093586709264343e+01,2.309952568452878108e+00
1.072859509733378047e+02,5.631470914516315673e+01,2.000344233304439889e+00
1.092307864176804202e+02,5.126028008165312855e+01,2.147157738172851715e+00
1.093235507496454204e+02,5.179989387482976326e+01,2.160233077207445618e+00
1.093368520962308423e+02,5.804657875781429510e+01,2.435967755618167363e+00
1.004855922057440409e+02,5.289047377108821024e+01,2.087193257684107905e+00
1.044944782487766020e+02,5.420046838064611450e+01,2.451497333476248652e+00
1.060773610752053884e+02,5.208854385643521567e+01,2.493254126266087223e+00
1.040001238377765844e+02,5.400958472216927220e+01,2.194828998417757582e+00
1.031459851413268609e+02,5.951366090297020151e+01,2.303577299053709559e+00
1.044173562065463301e+02,5.582546848598711620e+01,2.140760606250147191e+00
1.010277602803515578e+02,5.428544854224064409e+01,2.117969874206263370e+00
1.038079889006933882e+02,5.531481276040637596e+01,2.155601380197353922e+00
1.042775642854964389e+02,5.852682714559993826e+01,2.471545612048083651e+00
1.048280115484613475e+02,5.340971249045813352e+01,2.472866733708309450e+00
1.038837629848733570e+02,5.463125783778654210e+01,3.453667862240595188e+00
1.086009370004294539e+02,5.196379683031687335e+01,3.498385219437341931e+00
1.045951013907298375e+02,5.033578724510558544e+01,3.426262950070847246e+00
1.092245406471266591e+02,5.923581939184411027e+01,3.215368552014791437e+00
1.023672637384699726e+02,5.977130077798771879e+01,3.423786283921436802e+00
1.039670350436880852e+02,5.947955225962524395e+01,3.116288766693482426e+00
1.039814087224015680e+02,5.883932183745280042e+01,3.482139541088396406e+00
1.096225200002350704e+02,5.710213643762536151e+01,3.172558681187615193e+00
1.034922543654882219e+02,5.029292155599438274e+01,3.347242705676937380e+00
1.089033358450733573e+02,5.026222255420806562e+01,3.120854563850412156e+00
1.089470240759937667e+02,5.509557033168191964e+01,3.387159387189647930e+00
1.018298455675119527e+02,5.405293118882458714e+01,3.201820636045031865e+00
1.072264593444321150e+02,5.074276821823368522e+01,3.407147655941280995e+00
1.060924927024654210e+02,5.989247647296109278e+01,3.298329538680234929e+00
1.008765369352707353e+02,5.528166049212583033e+01,3.339698665623599183e+00
1.089113087222087586e+02,5.049826988515994231e+01,3.019654815153816951e+00
1.089863307826197030e+02,6.141458452202462581e+01,1.371183579370809369e+00
1.011583670364648810e+02,6.178278622781067497e+01,1.124312331287017130e+00
1.042735200240167188e+02,6.000682478144959475e+01,1.409925792580303483e+00
1.055924779574410479e+02,6.739488013899888585e+01,1.418730555915889369e+00
1.086927637589801350e+02,6.848658815139637568e+01,1.013553908236858092e+00
1.026120380877681271e+02,6.725563374439413167e+01,1.138437232971507784e+00
1.013996467790898208e+02,6.174035970120370109e+01,1.352545114571686691e+00
1.030735246885699752e+02,6.477867691987798082e+01,1.185451650543437374e+00
1.074686751065897852e+02,6.239055128300176989e+01,1.203119511036405909e+00
1.038069821376518007e+02,6.128714669174546970e+01,1.031456174455332109e+00
1.097051986272476398e+02,6.642571357832991907e+01,1.064385473335743404e+00
1.043664190029848839e+02,6.525486128415066389e+01,1.447393507151462311e+00
1.095218345321165998e+02,6.558915771313287735e+01,1.454348220404412917e+00
1.006267262506250830e+02,6.818596423725773548e+01,1.423045368681522538e+00
1.035844168735475819e+02,6.689801296878360404e+01,1.309248401057407474e+00
1.011530024553827616e+02,6.582943943588560387e+01,1.192536813162580867e+00
1.032082991196164699e+02,6.390641299963844091e+01,1.362088409677118861e+00
1.086955110721097242e+02,6.746427860219839090e+01,1.111968579637505838e+00
1.035468005105080493e+02,6.078520441418733355e+01,1.020849325347816583e+00
1.073658656782766059e+02,6.411306903921244782e+01,1.174189593872874582e+00
1.091877342638395163e+02,6.961681268559945579e+01,1.248614795454093374e+00
1.059495648779148809e+02,6.065085201794635594e+01,1.164685350949825171e+00
1.016314195626871708e+02,6.684227785209893113e+01,1.083924075189135028e+00
1.090333896779613383e+02,6.993124926864850011e+01,1.061841331749697970e+00
1.044707622894392500e+02,6.530612497391707905e+01,1.468803017582210879e+00
1.081803067793984496e+02,6.918888281574214716e+01,1.180414429243781260e+00
1.062039116178309115e+02,6.836028986274703811e+01,1.000474114109443535e+00
1.005364352604206886e+02,6.521857304268279165e+01,1.065550098948953472e+00
1.059064787920499384e+02,6.179468841608935747e+01,1.130915352252952477e+00
1.007229096994486355e+02,6.151741374732609557e+01,1.410666708274392667e+00
1.084111140439997314e+02,6.669811066077414807e+01,1.479124192256828119e+00
1.002793541279595360e+02,6.577295203287502545e+01,1.486249158110524160e+00
1.015521142451153338e+02,6.960582123594113568e+01,1.266705184574689058e+00
1.043183879962157476e+02,6.190075120443893297e+01,1.304474405077778565e+00
1.017507378642560809e+02,6.487769633476652587e+01,1.125468727977836370e+00
1.033027001800794551e+02,6.377493150464357541e+01,1.272463355214731306e+00
1.080834727626403833e+02,6.066442055065277117e+01,1.316618445670904025e+00
1.040135444742735729e+02,6.021441605955169507e+01,1.268443929614601284e+00
1.046549533700826942e+02,6.204292384275026251e+01,1.079613372185072695e+00
1.039916909227441124e+02,6.929261586154545682e+01,1.329651643535175065e+00
1.056355114995267996e+02,6.294357626106774717e+01,1.306487741849096107e+00
1.077910366099610826e+02,6.666895141601271746e+01,1.447021509897170821e+00
1.095714256612909594e+02,6.893616066447975754e+01,1.478824224030554690e+00
1.052243258960502885e+02,6.338723510557450425e+01,1.473222887825963001e+00
1.055837636610573327e+02,6.709316798666083059e+01,1.339030531924538803e+00
1.003072458761586461e+02,6.925628445584476367e+01,1.170296279565442354e+00
1.029007784838554755e+02,6.971843860684441552e+01,1.260474776760079241e+00
1.004359076294510800e+02,6.623181923435659257e+01,1.128807544398916507e+00
1.074315509578919574e+02,6.507907100071847140e+01,1.002332926241991773e+00
1.026726587540047291e+02,6.029855543766528569e+01,1.006442570069952192e+00
1.095773934736110675e+02,6.373854099861759437e+01,1.170835044411204340e+00
1.021180360391497715e+02,6.446119603628008576e+01,1.242634463301936831e+00
1.018938470861946826e+02,6.834984145191231164e+01,1.258708996993347595e+00
1.098667624944286274e+02,6.166608519696357860e+01,1.176000021563045950e+00
1.043045828239965402e+02,6.726089106945207163e+01,1.019687201390228060e+00
1.042089437646495895e+02,6.160765518974164934e+01,1.326655964331389770e+00
1.040150618038479848e+02,6.790506774134446744e+01,1.325372692013917053e+00
1.081540085224471994e+02,6.869253504393302023e+01,1.039069279451587668e+00
1.024571641422668904e+02,6.163991754204204199e+01,1.193087202934580482e+00
1.076015815144624668e+02,6.774106685654005844e+01,1.299601028038891881e+00
1.081529429480125657e+02,6.124153948170054917e+01,1.394078283330912216e+00
1.069544168229925987e+02,6.693260740799736652e+01,1.432568157982180512e+00
1.064070707894586860e+02,6.848090294323688454e+01,1.293377958684270856e+00
1.008855821984971044e+02,6.235822087134626912e+01,1.129578718126345915e+00
1.040287855905725678e+02,6.804630244992881671e+01,1.202280587657830857e+00
1.080191322530562559e+02,6.248454153040684389e+01,1.414242006693595233e+00
1.056837391646716497e+02,6.184434888784069528e+01,1.497519599633512222e+00
1.080093122617038119e+02,6.462940786504627511e+01,1.342516047990908401e+00
1.060786696370326609e+02,6.835191040077634739e+01,1.182030906970626516e+00
1.070703757063981669e+02,6.532269442826211048e+01,1.169325095922514102e+00
1.093596909494043956e+02,6.053873193927967833e+01,1.231992957463043936e+00
1.037510987405184011e+02,6.990443931063633443e+01,1.080357282961171617e+00
1.058311909976761740e+02,6.170402178559626094e+01,1.261878535158500458e+00
1.031252384805576270e+02,6.760278961303747280e+01,1.074977868026142147e+00
1.016920536062202984e+02,6.257251616957002227e+01,1.064760656058564958e+00
1.050597987517384553e+02,6.220771950301056563e+01,1.184600785493009401e+00
1.074616514465898973e+02,6.252752965617081315e+01,1.322035471251513883e+00
1.005094545534203121e+02,6.567147750919373550e+01,1.328594302122952264e+00
1.037864565506406507e+02,6.100741336461423714e+01,1.203863316934213668e+00
1.050756767242102967e+02,6.789139343445518193e+01,1.474767486358656621e+00
1.014198956883372205e+02,6.580730852809168141e+01,1.151868125473621163e+00
1.033906050942286896e+02,6.622683193322860973e+01,1.090649430826529320e+00
1.037539332531298726e+02,6.940407599338371369e+01,1.313114051112490355e+00
1.044763496528100717e+02,6.042120598516606123e+01,1.282362880318856702e+00
1.041546739443236618e+02,6.494281334186761967e+01,1.457288876406434674e+00
1.003056542928690078e+02,6.934004597293363759e+01,1.167426623540159802e+00
1.055137844600612169e+02,6.974920025387388023e+01,1.261342941905722936e+00
1.048235588215170679e+02,6.092425671359467998e+01,1.158012795310094933e+00
1.042599646916307279e+02,6.752090133916146897e+01,1.306263006010663696e+00
1.074704737761913123e+02,6.678940053139092470e+01,1.186739093442277682e+00
1.063203312285106250e+02,6.832995566198853510e+01,1.003088773083610441e+00
1.040437666630073466e+02,6.688640248816530232e+01,1.446257497747603704e+00
1.072372305596343836e+02,6.597871886855986645e+01,1.439754814632208113e+00
1.027119768058523164e+02,6.161676937347926497e+01,1.071122737288689342e+00
1.015249446515429810e+02,6.502982730919961796e+01,1.282062285543194236e+00
1.027699022294648330e+02,6.468890787555615418e+01,1.345094780304990856e+00
1.072401051384277508e+02,6.216218615473064801e+01,1.216814180385195954e+00
1.061786725375982883e+02,6.322329887370987933e+01,1.301025323775742315e+00
1.019377902753527536e+02,6.609242184151894151e+01,2.009803859491998246e+00
1.030506544960425686e+02,6.052728154430016616e+01,2.011705528543604959e+00
1.004971853043933692e+02,6.037563665097375321e+01,2.188816591657155808e+00
1.044653473105494328e+02,6.475435499813130491e+01,2.170120106795244475e+00
1.077096515243660235e+02,6.670942206200378166e+01,2.470006819489730887e+00
1.089744316059172178e+02,6.514443144039799449e+01,2.051044208561417115e+00
1.088238237033411195e+02,6.858043022476513784e+01,2.413134335121099205e+00
1.057858688807984038e+02,6.218113489849999098e+01,2.012234421971436760e+00
1.008829366841843438e+02,6.186278636167190115e+01,2.140226725802827801e+00
1.067340910197752919e+02,6.823492546821358928e+01,2.088551586563797802e+00
1.011075880334421129e+02,6.786197754829849771e+01,2.097963783858406206e+00
1.025790970840583327e+02,6.511399713191980254e+01,2.217767438158836590e+00
1.020806483745369491e+02,6.982539237030009360e+01,2.244701623814769675e+00
1.049979090360336897e+02,6.656509145803578065e+01,2.144795790070304520e+00
1.074605402439650419e+02,6.344515554369127130e+01,2.338221733214620013e+00
1.071157816708406898e+02,6.933930404852307561e+01,2.398696122671618358e+00
1.064857632282973867e+02,6.814082292810044805e+01,2.121894333263716348e+00
1.000069715348838884e+02,6.384396838734336654e+01,2.139086410469219324e+00
1.087644707379391775e+02,6.569903628967435338e+01,2.029249206411219308e+00
1.054462516467411461e+02,6.566134825613558235e+01,2.021087307641334263e+00
1.099623015168739073e+02,6.156809407420104918e+01,2.323198309750681645e+00
1.054716819324906680e+02,6.136827128972144152e+01,2.446202552268997632e+00
1.057289226674531619e+02,6.150700703342381814e+01,2.128611860936935773e+00
1.069165936285394878e+02,6.278555255225344212e+01,2.322851116257179882e+00
1.072219758523145998e+02,6.606045731286003786e+01,2.385032984680777624e+00
1.087019006690942149e+02,6.876929494778755725e+01,3.075461395662796527e+00
1.079903204257377354e+02,6.511142703818886446e+01,3.050476051680018230e+00
1.074717247702694181e+02,6.389436404370637490e+01,3.264196754381103016e+00
1.004717954666689934e+02,6.925339377509787653e+01,3.073481483002314718e+00
1.080626712950917749e+02,6.781457442509581313e+01,3.484539016605574080e+00
1.053092290254544139e+02,6.357089701728300213e+01,3.087566291587264367e+00
1.007321561239774184e+02,6.186507580616021329e+01,3.033603957185300182e+00
1.013520012530847367e+02,6.075452977525944220e+01,3.169640232005786817e+00
1.023675358178539767e+02,6.382977547279654118e+01,3.040949008830590383e+00
1.075575329041256794e+02,6.808620611228558062e+01,3.055011168544276234e+00
1.073395711829495554e+02,6.584164583372970014e+01,3.185787796028028751e+00
1.051478723571005105e+02,6.264078824237690668e+01,3.315672803830572946e+00
1.021012256189805072e+02,6.121554921122060478e+01,3.375492209957196010e+00
1.017121225899655883e+02,6.774454357341294042e+01,3.315035235303206651e+00
1.072581008525777690e+02,6.005921326383214165e+01,3.173969802138135510e+00
1.089594138088888542e+02,6.232444822906522575e+01,3.303153444258706273e+00
1.052394083872923431e+02,6.794736857940584684e+01,3.307336108036115441e+00
1.041127177918503719e+02,6.038335436482573471e+01,3.172315374802061605e+00
1.069221671824324034e+02,6.110988496515339108e+01,3.367096710867622189e+00
1.054274183576277863e+02,6.275661056341743205e+01,3.051011190561552233e+00
1.043976339109920701e+02,6.258717848696944230e+01,3.005925959083985965e+00
1.066374211151547371e+02,6.332805211503409737e+01,3.159135371352645549e+00
1.055489839338106748e+02,6.618265973066354491e+01,3.477140060473008720e+00
1.046631919160882802e+02,6.303218391045656688e+01,3.189317087636023729e+00
1.014981888306453044e+02,6.006462727297446946e+01,3.451097329221700427e+00
1.021972783509787632e+02,6.543328571768444135e+01,3.722743187949770771e+00
1.016748039793339871e+02,6.770964800633962000e+01,3.640861946615464806e+00
1.033015176994291267e+02,6.752934303903488455e+01,3.756539747746021618e+00
1.053536744974808812e+02,6.186263164320837404e+01,3.714923660588489884e+00
1.012433751112638305e+02,6.403749541739381357e+01,3.843290879714121644e+00
1.005928712366488753e+02,6.139150037332735366e+01,3.807133376007190151e+00
1.021256864761185881e+02,6.065268163557348657e+01,3.783135112443126502e+00
1.045227794258747736e+02,6.839783505796492591e+01,3.513107916193666469e+00
1.054435907073144847e+02,6.890870791525158268e+01,3.773996418506612827e+00
1.045908082682343405e+02,6.511881529406269919e+01,3.587538548797927884e+00
1.032763248931157989e+02,6.683603820483678248e+01,3.834996721754651006e+00
1.080718988782744816e+02,6.244368377790767966e+01,3.891681071384570867e+00
1.095588323642118809e+02,6.398086760992063660e+01,3.927724103736807582e+00
1.017868489669301937e+02,6.884314335768338822e+01,3.698211480471387702e+00
1.042985944495324162e+02,6.278913458567342332e+01,3.603366506384125145e+00
1.069076998203217954e+02,6.278400364929660071e+01,3.840194126114250039e+00
1.093052763948838191e+02,6.250511231451002914e+01,3.884364476790237219e+00
1.053434973031028221e+02,6.793478614545733762e+01,3.814004033283426853e+00
1.076570431850356897e+02,6.555147126034415805e+01,3.736157713950886805e+00
1.061448540584542002e+02,6.870852910531348812e+01,3.529343530704774690e+00
1.098155741637415161e+02,6.633999784936118260e+01,3.536979836207797767e+00
1.086835477670573340e+02,6.912850429758299242e+01,3.559639651733841337e+00
1.039943848079173705e+02,6.197271037944786087e+01,3.599972668792108976e+00
1.058465313047820615e+02,6.633776757946723990e+01,3.574362552011239647e+00
1.029309153788525748e+02,6.498319034209127665e+01,3.622946490166881084e+00
1.081361746157716368e+02,6.095790070790052795e+01,4.291067338439107814e+00
1.015821380825339446e+02,6.959108129166332901e+01,4.387226425821829423e+00
1.054273551247099192e+02,6.540661740648023681e+01,4.155259983178558159e+00
1.076640416465164094e+02,6.719414258880709667e+01,4.422807864469362471e+00
1.037989933340135593e+02,6.731154404652481560e+01,4.479232125674389664e+00
1.004777416851156744e+02,6.869351464369388793e+01,4.300869332032680070e+00
1.064675898349439791e+02,6.741805197613638256e+01,4.321597459593193413e+00
1.039827576393187343e+02,6.565844320207229146e+01,4.238219087527553164e+00
1.061454466074565204e+02,6.263384051407152953e+01,4.284069777247358601e+00
1.079219372558879257e+02,6.253619730846835978e+01,4.049469024135846418e+00
1.020150874205719305e+02,6.456723626092988866e+01,4.275849041995227751e+00
1.084470237062626126e+02,6.038237344970769982e+01,4.209277367838813788e+00
1.003227209838340031e+02,6.784477828021643120e+01,4.279010856191914236e+00
1.077417310286245993e+02,6.706398163297055248e+01,4.188674857512857841e+00
1.037719949353037094e+02,6.385979010591579197e+01,4.116416488050012923e+00
1.019429428205383630e+02,6.827005866566472037e+01,4.014411354731994841e+00
1.091639776059170401e+02,7.827842332439155371e+01,1.498394302550652091e+00
1.048659154929499238e+02,7.618800210618604751e+01,1.016212125132043509e+00
1.070513905532312151e+02,7.641286983716558723e+01,1.472466290151450918e+00
1.016011432535402434e+02,7.222003423678658862e+01,1.374596038559968703e+00
1.032109733122923103e+02,7.408912471863372673e+01,1.465478450605167904e+00
1.007520260457181536e+02,7.252222014135561778e+01,1.163406211300486826e+00
1.092679688421154651e+02,7.647089742802636181e+01,1.365957300016195530e+00
1.058768438194116328e+02,7.568362266051337883e+01,1.119635342366127606e+00
1.094904088132213786e+02,7.815109821272956481e+01,1.060274676031908836e+00
1.025479934261329618e+02,7.580053126293387322e+01,1.214590836566587839e+00
1.085882279784731281e+02,7.784310115789573103e+01,1.168340942680532013e+00
1.071170433479244366e+02,7.657206609261129415e+01,1.284112206720660510e+00
1.043917199732795922e+02,7.174793026557362907e+01,1.332100206526389830e+00
1.091531575005195833e+02,7.274359739689634807e+01,1.496964455193548371e+00
1.090593029365720099e+02,7.454528706035132757e+01,1.166702181070032429e+00
1.068194515122515895e+02,7.924111996983758388e+01,1.362871879294725197e+00
1.041518766540438463e+02,7.972400628374900577e+01,1.134946587043280886e+00
1.023008282603645256e+02,7.584690103087237389e+01,1.245620927964647073e+00
1.025566615016082466e+02,7.097112096252263314e+01,1.254139521625443177e+00
1.039844694577681850e+02,7.986395365878051678e+01,1.168745641825360115e+00
1.099079787041567471e+02,7.220504236393691144e+01,1.232270097080582216e+00
1.057289682938393440e+02,7.277635178493014223e+01,1.161371638385033656e+00
1.045454799553887000e+02,7.622066087594583905e+01,1.375848608902853876e+00
1.014458907215021668e+02,7.921830747204116108e+01,1.102369810729725064e+00
1.048831171102402493e+02,7.496274471286196217e+01,1.059592583926953102e+00
1.067296758790484716e+02,7.684920461821752724e+01,1.371680133376288246e+00
1.067995118288264109e+02,7.079048093859209700e+01,1.237262828483782107e+00
1.048841333203383783e+02,7.147357171769388628e+01,1.086566717640160551e+00
1.048576991446795290e+02,7.979021937656629859e+01,1.043558633203680808e+00
1.066922606284132371e+02,7.590633041174338302e+01,1.344182692308391491e+00
1.025540519372074471e+02,7.832957993213256032e+01,1.069018298829421454e+00
1.009673424609040495e+02,7.078599966168849278e+01,1.080552249216006011e+00
1.061059783042074400e+02,7.079277449296004932e+01,1.017711687840645585e+00
1.006890258555650206e+02,7.399634489936046577e+01,1.033460421674204710e+00
1.039848185542292640e+02,7.440652203528219388e+01,1.181109372036528882e+00
1.050668849755271026e+02,7.890175269873969910e+01,1.184434871611130147e+00
1.030809205502324915e+02,7.778031445727434345e+01,1.165046737919658293e+00
1.044718713433485675e+02,7.189203049896930509e+01,1.463643909193744763e+00
1.031648294663020238e+02,7.163270254721170716e+01,1.313458398482305167e+00
1.068805033867157022e+02,7.716632879826767066e+01,1.097840427557498666e+00
1.080982584469823280e+02,7.130497454465024987e+01,1.421446529817766091e+00
1.072939904231805315e+02,7.202029556100164598e+01,1.160509774917865222e+00
1.038567500829819608e+02,7.668693803837217615e+01,1.128852607731864133e+00
1.074585537841748817e+02,7.096182606955291305e+01,1.203596977919468625e+00
1.072738839614967787e+02,7.247708338157738694e+01,1.303759464955598801e+00
1.063012547536992400e+02,7.521198722787859481e+01,1.293546799111724876e+00
1.073225548931383742e+02,7.321267143712158543e+01,1.422612148992900671e+00
1.016294482779490664e+02,7.287643308791309948e+01,1.337431984703794541e+00
1.000202458548967712e+02,7.676260664827307778e+01,1.172134932575166655e+00
1.023200700961524205e+02,7.554131540919651400e+01,1.076092948881752109e+00
1.090484526297638155e+02,7.109916840498118518e+01,1.274503108130741857e+00
1.033883715575048825e+02,7.654973380526483595e+01,1.128150977766514629e+00
1.006842457299896836e+02,7.779120085667642570e+01,1.464151678156714098e+00
1.054457080999478649e+02,7.817084095958982459e+01,1.330232545105821229e+00
1.076083660824650394e+02,7.055603001828178833e+01,1.467060767548974409e+00
1.097137747004309460e+02,7.734870666130616712e+01,1.075767764881860433e+00
1.062225882688822907e+02,7.336632186159009450e+01,1.343686454675605546e+00
1.070222036310640448e+02,7.270727028977597683e+01,1.076975158732796700e+00
1.058720345204246343e+02,7.240866902764959434e+01,1.269832368578451387e+00
1.082494527215746842e+02,7.688808043553768812e+01,1.142859027709876019e+00
1.016193595610721161e+02,7.275043398561669505e+01,1.385446105553882257e+00
1.093767841370574843e+02,7.448298639730121806e+01,1.110808756044161960e+00
1.059264138966578770e+02,7.675801067546407808e+01,1.095540274123053326e+00
1.056989041020568294e+02,7.920542563869263120e+01,1.448619601542198154e+00
1.069191019612311493e+02,7.414445621853826651e+01,1.171807111536662172e+00
1.013769825355013978e+02,7.682161463402819379e+01,1.464455903723149044e+00
1.073704031753019166e+02,7.141418370223752277e+01,1.419400274960161523e+00
1.029454020756749912e+02,7.330051174367298472e+01,1.020689977076055577e+00
1.055317382056069135e+02,7.725458715884946059e+01,1.316453043346683893e+00
1.055287036259342131e+02,7.978505321033124176e+01,1.147263277162775319e+00
1.046596468590864930e+02,7.435701017340193175e+01,1.195400203648566473e+00
1.020626601867700174e+02,7.753958916598188011e+01,1.040595246103799498e+00
1.062177335686703401e+02,7.181080172841181763e+01,1.070590523268161842e+00
1.003061041934119828e+02,7.408462396870163502e+01,1.302599451321947210e+00
1.031806394375160920e+02,7.386301147223490204e+01,1.384954600672727132e+00
1.045509488316809126e+02,7.058173441600338549e+01,1.108168229740573274e+00
1.003898963120839056e+02,7.034344830766254120e+01,1.103290646675326503e+00
1.022932064156299248e+02,7.084432724624164734e+01,1.182963310665767320e+00
1.089770207486262734e+02,7.474663589235960615e+01,1.111603522234875019e+00
1.040566380735026684e+02,7.843405031263425542e+01,1.363021047684296105e+00
1.078037511535068376e+02,7.535120174813447136e+01,1.110662577644496718e+00
1.078764819595435114e+02,7.021023595813608154e+01,1.043467242200291079e+00
1.006788382438863607e+02,7.794433065782065739e+01,1.000953169455044645e+00
1.058211842693623197e+02,7.514027628651592750e+01,1.198940143639762201e+00
1.011154912244574575e+02,7.145512108822347841e+01,1.123866482551246992e+00
1.067908679743186582e+02,7.309499619703015583e+01,1.238416967075385067e+00
1.021395884046411027e+02,7.738237816557123949e+01,1.011335856660520172e+00
1.077868263328497562e+02,7.434708591513363274e+01,1.280903708066655433e+00
1.014743168931078543e+02,7.475146441305261646e+01,1.386001801879863216e+00
1.049813636276388991e+02,7.093219883553430805e+01,1.396919854363470659e+00
1.041903823637855453e+02,7.884058095105808661e+01,1.177042179715001913e+00
1.073115710078628524e+02,7.392355090155975006e+01,1.156954408794116818e+00
1.090694232113563658e+02,7.834463138684371586e+01,1.070400513779051543e+00
1.014480330723318673e+02,7.546454217707244538e+01,1.256793631957780377e+00
1.073198884269993272e+02,7.483651350167502869e+01,1.034343693696474720e+00
1.098294887408703602e+02,7.750192834915294782e+01,1.214133555284104826e+00
1.032860005341242413e+02,7.206511020984170557e+01,1.134813086612289412e+00
