Length,Width,Thickness
21.94324,13.99004,1.50452
27.10136,12.49578,1.9517
25.75471,10.45567,1.81712
24.54348,18.19869,1.79515
28.6721,15.72672,1.56245
22.17302,19.23733,1.91059
24.73318,14.70906,1.68487
20.70767,12.28211,1.61852
23.6847,12.46628,1.65394
25.54299,10.04542,1.80405
21.91148,18.39944,1.72274
24.97119,16.95892,1.78469
23.69601,15.08817,1.6714
27.11484,12.10045,1.53531
23.08317,12.20566,1.64178
25.28257,17.6568,1.57524
28.62984,17.01228,1.91646
25.51139,17.85565,1.94745
23.24907,17.98008,1.83311
24.62716,13.19504,1.85644
28.55286,17.02376,1.69528
29.80168,16.86953,1.89506
24.04135,11.66606,1.97117
28.39286,19.74794,1.85466
23.7821,14.27242,1.63814
28.7689,11.07425,1.91911
28.33498,10.94046,1.88578
29.98487,19.75269,1.62511
21.99893,19.58302,1.86226
27.61632,11.70718,1.99338
24.03271,14.56245,1.93062
24.10431,10.15648,1.99863
25.67173,14.3406,1.54429
21.16113,18.21766,1.52283
23.3228,16.7599,1.59715
26.6288,16.42627,1.98238
24.69148,11.65093,1.79835
24.46014,19.74509,1.658
22.65592,19.56875,1.81568
20.77464,18.75011,1.8399
22.50055,18.97185,1.6531
20.2843,13.88976,1.67875
26.36449,13.25349,1.74205
26.23371,18.14,1.87627
21.95288,18.73206,1.91826
24.03607,16.44244,1.59153
27.6965,16.80195,1.55966
29.4463,12.77289,1.6986
21.59036,16.27916,1.76283
27.83803,16.36845,1.91575
28.30115,18.17689,1.87897
28.53911,13.00805,1.92288
28.6412,16.0407,1.55724
25.2403,14.70476,1.66149
28.04614,17.74104,1.99133
29.52784,19.49373,1.52938
26.44181,16.44843,1.90962
27.33782,17.59421,1.64495
25.07902,12.61671,1.92738
25.70005,17.13339,1.99235
28.61415,10.45834,1.85153
27.44689,14.52876,1.89932
20.3099,14.10109,1.84066
29.50083,17.19041,1.67793
24.95728,13.63418,1.6845
25.6382,13.85813,1.94743
23.74064,15.71839,1.99568
20.55646,17.28445,1.64109
28.11118,10.04973,1.72445
25.32733,17.33854,1.60708
29.57455,10.3587,1.50532
22.02237,18.05536,1.83684
25.85015,13.76244,1.92866
21.58229,19.24814,1.99273
20.81058,13.50171,1.58615
20.66181,13.52784,1.81079
26.14922,11.22725,1.93808
24.46779,16.55894,1.69547
22.78421,12.38138,1.95788
28.94431,17.79509,1.81838
27.06016,13.16673,1.65164
21.38662,11.23206,1.75984
29.94521,14.50359,1.51266
26.53452,18.38511,1.5791
22.66284,12.95555,1.67878
21.97196,13.26104,1.84123
26.92265,18.4855,1.62688
27.5054,13.13681,1.57639
24.82337,19.64774,1.86729
24.76394,13.25439,1.90462
27.61853,10.76786,1.88008
24.74417,11.79519,1.61023
24.3981,15.97619,1.5393
28.16323,19.29512,1.99568
29.3563,18.95255,1.85151
20.40604,15.43255,1.77262
23.53853,14.1652,1.98371
22.04854,14.80252,1.89733
21.45415,11.42152,1.62429
25.79767,16.8845,1.73759
26.85203,17.63371,1.56196
23.44928,12.06213,1.80258
22.85149,13.04056,1.88397
29.84887,13.68572,1.68389
29.37147,19.86656,1.979
25.55677,13.7379,1.56045
29.95256,10.19606,1.74922
26.28169,13.09555,1.61983
26.8779,13.1498,1.82148
25.62494,14.73086,1.79124
27.35558,12.55307,1.53721
20.26004,19.51627,1.88401
24.57012,14.24083,1.52357
21.68917,10.56913,1.82301
24.13951,18.46245,1.79248
27.11586,15.33589,1.60125
28.77114,13.84884,1.90697
22.25252,18.07399,1.87344
20.62506,16.15644,1.73686
27.72153,10.10603,1.55448
26.93481,16.92687,1.78357
29.86619,13.53809,1.50863
23.32895,11.90175,1.62804
26.81456,14.15106,1.815
21.33054,10.78084,1.81893
21.9666,18.70989,1.87125
26.87209,17.42639,1.62604
26.19779,11.444,1.64002
22.80475,19.55716,1.69327
26.63466,17.91434,1.86877
27.95673,15.38562,1.83686
28.0532,16.39548,1.72166
25.70425,14.5592,1.69843
29.14951,10.46729,1.70725
23.32298,19.18458,1.93012
26.11921,19.74248,1.8359
20.92914,18.06158,1.90105
28.85164,13.2472,1.53587
26.59714,14.59541,1.81072
24.10957,10.25316,1.94458
22.47053,16.10626,1.5457
23.06769,15.16194,1.97867
25.43577,15.2078,1.83564
26.77538,19.61548,1.73164
27.94773,13.25614,1.83241
24.35625,18.00679,1.59098
26.44814,11.00994,1.82193
21.90336,19.28613,1.90881
28.18319,15.54803,1.55482
25.97546,16.79731,1.64605
27.989,15.51885,1.8789
20.56507,12.10233,1.50222
22.86957,12.2776,1.92375
26.99868,13.20574,1.90705
25.67958,11.837,1.92572
25.5352,13.15378,1.89603
28.33973,13.22019,1.76141
28.55201,15.72238,1.85291
26.03849,12.65058,1.98288
21.8826,14.92892,1.64831
21.56746,14.9736,1.56396
25.61735,11.73955,1.76177
29.97766,15.77528,1.56479
25.99033,14.9848,1.71673
29.95235,14.87444,1.60073
24.92467,11.19214,1.80427
21.77404,14.39266,1.90646
22.80034,12.77228,1.97408
20.5019,10.67154,1.62996
21.15493,12.79268,1.73089
29.62167,10.02805,1.53288
23.11932,15.15741,1.58645
22.29741,14.24032,1.91054
29.50368,17.81208,1.69671
28.86597,15.14062,1.65694
29.40361,18.20093,1.6568
26.45367,11.93653,1.91349
23.03394,16.00969,1.72733
22.32059,19.26057,1.83123
29.04019,19.44469,1.84201
22.70748,10.75459,1.85571
21.40893,10.06927,1.52654
22.02434,17.76021,1.94159
28.76487,13.16514,1.57642
21.73286,10.77212,1.90745
25.85959,11.84929,1.85012
25.39564,14.18821,1.88569
26.79127,14.86114,1.71391
21.98413,14.52901,1.75989
27.53944,18.36156,1.67119
21.20972,12.02876,1.6115
29.37588,18.56844,1.96609
28.31528,10.4843,1.8526
22.8841,10.63924,1.92362
25.96375,16.57569,1.58235
28.08261,10.53869,1.61228
29.84875,12.40149,1.60903
23.47727,15.37529,1.71914
24.84714,12.79873,1.66771
27.48443,14.10659,1.69108
23.838,13.93021,1.80866
20.81989,18.96035,1.70643
24.92579,11.59723,1.78906
20.5954,15.58139,1.83243
24.56305,18.39251,1.70055
22.22691,13.22254,1.76498
27.72209,11.14918,1.85872
25.80992,13.21091,1.94548
21.50515,15.16006,1.84198
28.97039,18.49078,1.68292
29.50287,11.72155,1.78344
24.9733,10.32206,1.6584
24.73974,11.45756,1.65446
27.32309,15.85122,1.59373
24.57907,15.06809,1.94332
24.02628,16.5522,1.62154
20.93507,14.80229,1.59176
28.9123,15.25908,1.63055
29.19564,17.84637,1.71467
23.94238,12.88197,1.94826
25.43438,19.41685,1.7878
26.54246,17.31035,1.7571
26.74086,19.66901,1.94112
20.50954,19.66877,1.65829
20.84543,12.47854,1.52019
25.37712,12.22133,1.98228
24.35858,17.62979,1.95129
27.15459,10.926,1.95624
28.7514,19.69436,1.51983
28.16848,16.33355,1.96828
20.47358,15.05624,1.61326
29.52174,10.517,1.6938
28.84959,10.95667,1.5597
24.57525,17.56428,1.80316
28.90848,16.75042,1.57291
21.92443,13.67074,1.5398
23.96398,15.12391,1.65433
26.40385,15.73598,1.79726
22.16284,19.50468,1.98973
24.00974,14.50106,1.75058
27.5413,10.11682,1.96802
23.54834,10.11556,1.57752
27.45809,11.19583,1.63022
23.69016,19.28086,1.7865
27.82486,19.70451,1.75512
20.06439,13.89086,1.97996
27.55993,19.16625,1.97557
28.02003,17.29935,1.8448
24.21601,13.97422,1.83415
21.5042,11.08702,1.74464
26.04217,16.29693,1.86415
24.99335,12.0718,1.74988
24.47572,12.28337,1.68926
27.77773,11.64583,1.68187
29.96819,12.27463,1.71147
21.82675,17.67478,1.65924
27.42623,11.54337,1.70486
28.03226,18.88169,1.81567
24.22163,16.14357,1.84308
23.24086,17.2116,1.98374
28.62732,14.56341,1.67359
20.61954,10.92072,1.85291
27.10808,10.29249,1.93222
21.68361,16.80851,1.68119
21.43708,12.5582,1.8756
24.60715,19.61126,1.68542
23.9172,10.56237,1.63188
22.08533,12.78661,2.2298
26.28557,11.25428,2.27049
25.10327,18.48932,2.31362
27.8838,11.23446,2.48785
26.23982,17.07327,2.14379
27.67102,17.8651,2.18709
20.2112,17.11124,2.19805
25.8594,17.37356,2.39666
21.51251,14.62671,2.19955
25.57799,12.94864,2.11007
24.38159,13.70411,2.28734
26.18058,16.09853,2.32375
20.68534,11.05068,2.48075
28.12716,15.15484,2.30035
25.29595,19.28992,2.49048
22.03712,15.86016,2.38663
26.29303,17.89349,2.25597
29.33145,15.41771,2.36077
28.96289,15.25701,2.35878
20.60473,18.26832,2.28134
28.0422,15.73107,2.45344
23.2647,10.32454,2.25165
21.59412,19.03661,2.35453
25.17041,13.6536,2.2365
29.87576,17.07888,2.19376
26.4599,18.43677,2.31301
29.24042,19.4498,2.14589
25.81828,12.65267,2.18455
28.0914,18.63933,2.2771
25.46443,10.7137,2.16517
22.58458,17.01614,2.04774
24.01122,18.42532,2.15538
27.93476,16.36353,2.34588
22.58138,13.42024,2.07197
24.6123,17.93575,2.3475
29.62161,16.87149,2.10512
26.54188,19.96387,2.20827
25.52835,13.41406,2.47612
28.66867,18.42748,2.48356
29.69298,16.10776,2.28994
21.97386,14.30376,2.07919
20.37591,11.75759,2.15644
22.58307,10.6822,2.40188
20.86879,15.17749,2.07507
28.47955,18.7619,2.183
23.37634,19.54595,2.31225
27.70885,13.08625,2.43238
21.41622,10.519,2.2554
25.85722,18.4415,2.06877
29.99226,19.24006,2.12661
21.09602,12.67025,2.38349
28.19993,15.66779,2.392
29.68545,17.55405,2.12958
28.69331,19.00875,2.49845
27.8321,15.06115,2.2706
29.57702,14.63275,2.15242
26.98666,19.37923,2.31899
22.49462,19.05714,2.34316
26.38836,14.85384,2.40422
26.70181,12.68345,2.03122
22.55428,19.62598,2.21434
29.18878,17.22721,2.45141
28.33007,17.76311,2.25161
20.05291,14.03372,2.49557
27.47136,17.11542,2.23891
24.29912,15.24119,2.28241
25.93007,17.73657,2.12663
25.54359,13.78328,2.16322
20.95417,16.52044,2.10392
29.71831,15.1144,2.43981
21.39466,11.08525,2.25842
22.50552,15.87901,2.33821
25.43202,18.29232,2.2235
27.86723,17.55031,2.4322
26.49663,12.93847,2.43835
22.77083,16.29906,2.39887
21.80996,12.10745,2.08758
21.77522,11.81731,2.21157
22.22891,10.61941,2.37354
27.63236,15.49807,2.35047
25.5915,15.71919,2.2942
26.65111,18.92876,2.20349
25.53987,11.36352,2.1172
28.41485,17.90135,2.17311
24.88851,11.26698,2.34436
26.02327,12.34239,2.12952
27.84472,13.04777,2.2706
28.89093,18.37082,2.13544
22.15087,19.17467,2.21546
20.53129,18.33991,2.41203
22.06346,19.45207,2.08528
26.21316,15.37299,2.17984
20.62718,16.96858,2.18825
21.94991,11.51256,2.12909
24.92215,14.37577,2.0337
25.79473,10.93626,2.01848
23.73353,16.30092,2.10895
24.44657,11.59809,2.17126
20.213,10.38396,2.40477
28.13108,17.13912,2.04035
21.75316,13.52058,2.09574
22.61026,17.11181,2.4191
22.08627,19.77825,2.13844
20.68425,14.31497,2.24073
29.70021,14.62215,2.10331
28.98166,14.36488,2.03175
26.26008,16.34374,2.37452
21.83684,17.47775,2.0158
28.32446,11.7319,2.34396
24.73117,15.53566,2.01061
29.47569,10.69068,2.03784
28.68044,12.57762,2.35505
25.78236,10.72406,2.14952
21.3534,15.34319,2.36157
25.09688,15.89903,2.4007
25.51302,14.12355,2.28076
24.38643,16.6235,2.47715
20.38515,11.627,2.2865
29.23919,19.44178,2.09164
25.12136,16.90339,2.34193
27.31646,16.7348,2.48138
25.87963,17.39781,2.45379
20.31861,12.04454,2.16257
21.48363,13.37913,2.48252
25.38428,11.65859,2.12923
27.16164,18.25339,2.17253
26.46986,14.39959,2.39526
21.09618,18.71418,2.32394
22.3424,15.35074,2.10869
20.0636,18.2143,2.01454
26.02487,10.90791,2.26982
26.87839,18.70086,2.15345
23.18874,11.75975,2.03049
29.02136,19.7388,2.4818
27.00902,11.78886,2.12491
21.83254,17.44767,2.40971
29.2615,15.60762,2.3894
21.98351,13.27066,2.1844
20.49545,10.48665,2.34648
25.09549,13.83268,2.10018
27.03806,12.43217,2.32994
22.67588,18.14174,2.27327
22.99145,13.8455,2.08162
22.57636,15.46091,2.48691
23.32578,19.69975,2.31977
27.33641,15.72068,2.20015
22.84637,10.32746,2.36704
26.48486,16.54842,2.42066
26.60186,10.07187,2.40264
22.30678,11.55493,2.49996
23.85879,17.88598,2.14505
21.61297,14.79508,2.03756
26.4254,18.92258,2.47316
20.09743,10.89779,2.28452
22.81492,18.67333,2.27881
22.41914,13.4614,2.23882
23.43417,12.79845,2.21975
25.24285,19.65514,2.29119
26.32922,15.32135,2.31276
28.98888,14.96925,2.08038
20.8992,16.35212,2.44269
21.09396,15.06923,2.32125
20.63159,19.18752,2.32547
21.5658,11.29316,2.21339
20.40222,11.70129,2.24623
25.99578,13.99123,2.09025
26.82096,13.36704,2.0723
22.73578,17.08467,2.43097
23.60957,10.54281,2.13798
21.48274,14.70931,2.14375
22.55024,15.33477,2.10907
26.87347,19.50997,2.00384
28.83764,11.89764,2.23715
29.29142,15.62357,2.17612
29.13501,10.83203,2.2099
23.73425,14.19718,2.20531
27.37168,16.63605,2.1245
29.3694,15.56392,2.27972
28.80745,14.38222,2.38465
25.49445,12.42694,2.37385
20.58195,13.89799,2.33919
21.05814,15.37502,2.36813
23.16024,13.01282,2.11978
25.03889,12.28594,2.28081
24.80495,11.02207,2.34007
21.59705,18.87645,2.09538
25.1237,16.92716,2.45575
24.79513,10.12733,2.0807
24.65995,17.77771,2.35116
20.51922,11.23876,2.49552
23.72648,10.75148,2.18836
20.00946,18.25498,2.00979
25.12356,12.07234,2.43748
23.78793,12.053,2.02309
21.71821,12.92647,2.04864
24.49122,12.42457,2.00099
23.4369,18.31325,2.32381
20.91923,17.9268,2.03903
29.35653,12.61693,2.24471
25.22208,16.84303,2.198
26.03946,15.57665,2.49688
23.41591,15.55029,2.02172
26.97153,15.73234,2.27247
20.69395,14.5418,2.02054
27.88666,15.74806,2.4848
24.99062,15.29357,2.40901
23.67995,13.43866,2.25885
24.95535,14.48226,2.32179
24.90181,13.57738,2.07102
24.70693,18.85069,2.06757
27.41296,11.24999,2.41857
23.3439,15.77505,2.39523
25.79577,19.33084,2.00928
27.83494,17.13109,2.38499
20.93266,11.42397,2.3428
22.8237,16.33437,2.04832
22.17709,13.65423,2.29491
28.60559,14.07176,2.26543
25.39568,19.74358,2.44243
23.91635,10.27461,2.06458
29.2847,19.54007,2.14818
23.44053,17.11601,2.42975
24.4577,13.17507,2.07748
20.51154,15.08967,2.21307
25.66233,12.42335,2.49148
29.01154,11.99107,2.24224
29.99008,12.02435,2.23517
25.22444,15.95821,2.2542
21.57191,12.28903,2.1631
27.20384,17.82451,2.20427
22.04604,18.80331,2.47872
22.08381,15.11679,2.37349
28.40261,14.10742,2.40479
27.12177,19.39853,2.34284
24.24276,17.83882,2.07544
27.69924,15.97503,2.22291
29.69391,19.59923,2.36381
20.24005,14.1335,2.46294
27.8802,15.77855,2.31213
29.83551,13.01565,2.26215
24.53835,11.69183,2.37662
23.82951,15.51299,2.02743
20.40089,19.18649,2.2804
23.87986,11.99876,2.00479
22.94755,10.97364,2.48235
27.29194,12.38271,2.10329
24.43052,16.7246,2.15405
24.60713,17.48462,2.27402
23.79631,17.43839,2.3656
29.18377,14.55177,2.46584
28.65744,15.72464,2.10705
23.22219,19.97228,2.44639
29.88753,14.05188,2.15556
29.35096,13.71703,2.00459
27.10177,16.19433,2.17816
27.10914,10.66208,2.41608
22.14205,16.11962,2.2741
25.28342,19.52513,2.3503
29.55211,13.13947,2.12963
25.61511,15.55737,2.35618
20.74686,18.86368,2.21289
29.74638,14.46987,2.36075
28.33508,12.42723,2.33195
24.63825,11.42477,2.20543
26.70658,17.6984,2.12708
24.73445,11.01337,2.2233
25.65901,12.01904,2.33371
20.28026,16.21678,2.37954
23.02687,10.79323,2.12986
28.20685,15.82203,2.23152
24.88877,11.25539,2.38767
24.57446,14.61104,2.30319
20.48875,12.23348,2.44206
29.26708,10.24688,2.09842
26.91898,15.54358,2.05401
26.58824,14.607,2.34244
29.95586,13.1846,2.35565
24.93144,12.00291,2.30732
26.64105,12.33644,2.26204
26.99929,14.03962,2.45322
23.88228,12.17447,2.48802
27.56822,11.87241,2.41164
29.23057,11.04709,2.19195
22.13987,17.87465,2.11505
21.54414,18.5028,2.00539
26.84115,17.20952,2.37914
22.51657,17.42938,2.38015
28.83406,18.62202,2.17477
27.60553,18.72228,2.05177
23.7127,16.36085,2.13789
29.10554,16.85159,2.40821
22.90621,19.94535,2.16124
24.82555,18.98992,2.32508
22.11988,17.57795,2.31293
21.42901,14.38066,2.25045
25.02522,16.66801,2.48679
22.69682,16.36661,2.38542
23.16737,10.40512,2.4535
27.66365,17.00847,2.03984
26.11426,18.48613,2.19338
25.85106,16.64575,2.10622
21.29389,18.77279,2.24341
24.65804,18.85344,2.56458
21.27168,12.81808,2.63503
20.94079,14.34408,2.84518
28.26204,16.81228,2.80711
29.56226,15.84534,2.65242
25.76336,10.86163,2.77266
22.68783,16.01138,2.93246
28.06793,10.38065,2.57192
23.86527,17.27508,2.83194
26.25169,18.06997,2.71858
27.91449,18.83756,2.53016
20.33632,14.90745,2.8619
24.53703,17.9527,2.86987
21.77483,19.72525,2.59512
20.77713,18.65528,2.92991
24.04547,18.46167,2.85214
22.9178,12.15549,2.51473
20.93524,13.96845,2.65665
23.22128,10.82449,2.92746
21.37815,14.43557,2.87596
22.60735,13.44259,2.85435
27.53718,15.95769,2.65934
23.44919,12.41201,2.58144
21.39805,11.48052,2.9555
26.28132,15.94645,2.82838
26.33437,19.00582,2.78746
20.64821,17.14774,2.85014
25.19532,10.34311,2.96093
20.01387,13.11044,2.88749
22.95714,15.30583,2.87179
24.06172,12.17634,2.59316
28.36097,18.05551,2.91628
29.02171,17.32107,2.67537
29.0834,12.61375,2.63767
23.25326,12.6354,2.56211
23.54978,13.63772,2.82458
27.81455,11.75269,2.67879
20.88223,17.4663,2.64589
24.14082,17.11249,2.7034
25.74834,12.91809,2.54235
21.82999,11.71701,2.53941
27.61709,11.27623,2.6832
26.78843,15.79596,2.82652
23.90778,11.43631,2.6253
20.51027,12.38357,2.74293
22.87062,16.69958,2.7561
20.70667,14.39363,2.79781
29.18901,10.04795,2.82791
23.39264,18.52508,2.99422
22.29816,12.89511,2.50721
26.62574,14.30522,2.92898
26.19723,13.9939,2.76943
22.87049,17.06137,2.84409
29.28664,18.03778,2.85895
28.91667,12.37922,2.63695
20.43892,19.96716,2.94909
22.74085,16.52829,2.7458
21.80081,17.89828,2.53646
26.94949,11.48582,2.74764
28.25709,17.57388,2.56964
27.80101,13.22576,2.75218
20.09414,11.78854,2.7917
29.53569,15.11036,2.8721
25.13614,11.78557,2.78465
20.64632,19.47774,2.70221
29.70164,11.63415,2.96159
23.32083,15.53525,2.72914
22.15786,12.16836,2.86638
26.34415,15.25752,2.93534
28.55903,13.86312,2.9963
25.86137,15.95338,2.79827
25.51533,12.99937,2.80702
29.08297,13.0667,2.70835
27.33096,18.65439,2.62095
22.05105,10.83738,2.72061
27.4269,19.7123,2.77004
25.37714,12.94734,2.93796
20.70963,16.09268,2.6665
22.50285,14.78266,2.74443
27.85616,19.66931,2.64474
28.15944,19.62198,2.58794
26.11556,18.79808,2.94428
25.04701,14.34216,2.51694
20.63678,13.58111,2.94084
20.31067,10.25148,2.81092
29.53929,16.38743,2.89399
20.87599,12.8722,2.83799
20.3068,11.39123,2.99049
28.58577,14.70964,2.68536
23.85527,10.48586,2.50753
23.92344,17.7253,2.94168
26.21016,15.38244,2.68578
22.49069,19.93132,2.9849
25.04081,18.99612,2.7195
22.35264,11.98085,2.71564
28.61963,13.19193,2.80418
24.9384,18.94279,2.87347
29.41545,16.11943,2.67299
27.99221,12.20654,2.74213
23.83015,15.91487,2.94253
24.55386,10.25232,2.5839
27.79665,11.80983,2.62585
27.2232,17.73813,2.6753
22.24393,19.9845,2.94771
24.68246,16.38317,2.76248
26.01827,14.55188,2.7049
24.94958,12.53931,2.73874
23.18235,16.64168,2.99863
20.86848,16.45227,2.53584
29.82711,16.73975,2.93126
29.42573,14.48572,2.51548
24.56887,19.45041,2.70471
26.17088,17.51278,2.69799
25.65989,12.94665,2.69064
22.61422,18.88523,2.52164
25.96215,18.97346,2.93741
26.4824,18.40911,2.66338
21.91112,14.83245,2.92106
24.66961,18.02461,2.83638
28.06335,12.71342,2.802
25.93949,16.74105,2.60065
28.14562,10.72128,2.72768
22.61803,13.65268,2.89511
28.54796,15.0303,2.54307
20.74559,14.53851,2.73343
24.91693,11.14381,2.93024
23.16758,19.09921,2.94287
25.153,15.57565,2.76094
26.7434,12.17027,2.7146
25.24695,12.90328,2.92079
21.79932,14.10892,2.74368
28.27333,11.33194,2.59915
24.84395,13.21961,2.75372
22.75001,13.67447,2.70903
29.24392,13.00346,2.53855
29.84386,14.91338,2.80674
24.68377,16.30948,2.75265
21.787,13.18431,2.54813
26.40894,12.70342,2.74951
26.13187,12.90551,2.88167
29.73237,10.94378,2.51165
25.8888,16.28177,2.61443
29.70415,19.88035,2.50462
28.10942,11.62656,2.51456
22.91886,10.37509,2.72681
27.3898,14.51333,2.91266
29.37976,15.11223,2.91859
23.81191,17.15021,2.78361
29.07137,11.32973,2.56927
21.4323,16.80546,2.77505
24.4025,13.12349,2.79162
22.59796,10.54999,2.67476
26.82736,14.525,2.89089
28.62038,19.09801,2.98818
24.01691,15.85522,2.75172
23.15134,13.67498,2.65107
29.79825,15.8849,2.97755
22.39657,17.0096,2.93401
21.89456,10.13557,2.94972
24.47908,13.12943,2.94953
21.86506,15.76108,2.87582
28.27648,14.88561,2.77037
26.47449,13.06408,2.6515
25.84456,12.84243,2.56209
24.88398,10.56535,2.65084
21.8373,11.56317,2.59783
26.94922,19.35591,2.84599
21.57217,16.09538,2.71639
23.49326,14.16216,2.54459
26.64249,18.13156,2.72757
29.54533,19.46683,2.70995
22.05617,19.21739,2.80313
26.05148,11.78211,2.83804
26.8939,19.82062,2.75183
21.38352,16.52178,2.82174
27.34387,10.40987,2.60225
27.41807,10.98946,2.81995
29.43252,19.63664,2.71987
20.44482,19.28995,2.83048
21.82703,13.77111,2.84345
26.40041,14.45194,2.77636
27.65435,12.14017,2.87398
27.07021,10.96122,2.89009
23.03341,17.40285,2.7459
23.92281,10.48393,2.57521
23.90282,16.11253,2.68966
27.09349,15.07486,2.93097
28.74017,15.94496,2.80717
22.92881,14.7529,2.58722
20.89092,10.88025,2.75715
20.9391,12.6802,2.51782
22.63215,16.83354,2.6407
20.78368,11.87473,2.53212
23.33118,18.88388,2.59284
22.20702,11.83969,2.56337
23.68867,13.5334,2.80739
24.77186,12.15958,2.74486
20.79355,16.50512,2.864
21.44122,17.7058,2.90856
24.56777,18.50355,2.79267
24.67996,14.3666,2.95594
25.69808,19.80946,2.60494
21.41976,18.30147,2.84802
29.59255,19.05178,2.74647
28.2579,16.73694,2.66729
21.22894,13.57972,2.92845
21.61017,19.04042,2.55871
29.23704,14.74099,2.90888
26.52155,13.26646,2.90527
24.92678,14.67481,2.58676
28.15319,11.85456,2.56267
22.95028,18.8787,2.69575
22.64241,18.07844,2.64888
20.82249,14.85758,2.82457
29.33982,14.08289,2.60295
29.73146,13.84219,2.99866
24.40828,11.50445,2.82172
22.96674,14.55912,2.81825
24.39252,16.7545,2.963
29.65586,10.28894,2.6703
28.87444,10.19576,2.84152
26.8055,19.68435,2.90444
26.12075,19.01686,2.55355
21.59247,19.7427,2.90794
23.11883,16.91485,2.94427
22.17351,15.84071,2.83793
21.6999,16.19978,2.53699
28.79783,14.36527,2.99602
25.45106,18.09423,2.66002
24.74886,17.84874,2.91959
24.47125,13.29828,2.54375
24.0235,15.40454,2.79626
26.73764,14.52566,2.94035
25.03769,13.41955,3.30804
23.97122,11.21979,3.4441
23.31746,18.9986,3.00558
20.95846,19.31343,3.46934
24.34233,19.92451,3.17013
22.69331,14.30903,3.24192
24.82212,19.63898,3.27575
28.95954,14.50431,3.30754
25.04699,24.06161,1.39822
25.98957,25.70262,1.19711
25.21531,22.9063,1.01274
28.18243,23.46524,1.34122
21.96798,21.51635,1.28805
24.597,23.43895,1.37278
26.08872,24.28519,1.45411
27.87141,22.88491,1.02349
24.56935,21.65395,1.22203
25.48972,20.75384,1.33106
28.72955,26.20258,1.29292
26.62755,26.52963,1.19148
29.8408,28.42711,1.10908
25.83438,24.65122,1.12837
29.9996,28.21207,1.03678
28.49514,20.69158,1.25473
27.59167,21.22156,1.33795
22.69936,21.12059,1.35481
24.72237,22.58808,1.02613
27.05951,22.9408,1.31493
25.59482,24.28486,1.33822
27.94012,25.16265,1.15533
29.40593,27.01436,1.20627
27.34739,21.08106,1.00128
28.45407,25.48386,1.11176
24.17179,21.35582,1.30381
24.74315,23.10183,1.47733
27.59911,24.09234,1.42508
25.80936,22.52257,1.22519
29.30407,28.07231,1.24457
26.23961,22.96142,1.04221
21.74332,21.01679,1.39196
29.37479,23.48132,1.27342
28.55951,27.28831,1.02182
28.31112,27.06255,1.4438
22.58484,22.3898,1.38119
28.92753,23.82062,1.09883
29.03252,28.84626,1.06366
23.94313,20.21361,1.28592
28.26105,20.13528,1.34923
25.66393,25.33486,1.39146
27.48274,20.06832,1.1725
29.79349,25.32619,1.30054
24.32177,22.30823,1.32796
28.92611,24.5307,1.30775
27.40283,20.22016,1.27539
26.25712,23.07854,1.00782
27.71312,24.08379,1.28124
26.16107,25.38166,1.34218
29.2732,20.33794,1.28206
29.55641,20.70846,1.04964
24.82918,21.65781,1.16366
26.69549,25.73678,1.32906
22.6858,20.18664,1.57274
28.77401,22.67265,1.69133
23.70002,22.6863,1.90286
23.20544,20.62343,1.57243
28.68664,28.26979,1.89353
23.12969,20.45766,1.68921
23.17017,22.69552,1.65608
29.77001,24.7726,1.90749
28.18535,21.32245,1.88606
29.14272,22.04407,1.76171
28.3108,21.38659,1.9542
21.8465,20.78492,1.63582
24.59269,23.58063,1.53542
24.10375,20.54244,1.54113
29.64744,28.07599,1.97806
24.30216,22.14883,1.67933
27.87263,25.62042,1.98212
25.05757,22.39799,1.68855
28.19804,25.45158,1.57807
20.92433,20.51429,1.64806
26.05812,23.06486,1.96993
28.02779,27.92191,1.79155
25.19443,24.69107,1.71937
22.95102,22.37542,1.61522
29.95316,27.12363,1.96634
27.41266,22.98837,1.68196
22.89066,20.39181,1.72965
29.82811,27.5039,1.62301
25.54941,23.50205,1.55994
29.91989,22.91528,1.8176
29.79435,24.33645,1.9526
29.53855,20.77252,1.5719
27.80734,26.86164,1.68816
24.91523,22.27346,1.64529
29.67196,21.81518,1.80904
22.47233,22.14319,1.97933
21.5518,20.20638,1.82173
24.9566,22.46034,1.58452
28.17976,26.41374,1.54899
26.88966,20.15332,1.85651
29.57446,20.40865,1.57866
27.25965,25.40191,1.82934
26.9547,26.61174,1.81885
29.53852,22.67712,1.58642
28.53423,24.02649,1.84533
28.60174,22.28087,2.10076
27.72305,24.72266,2.29775
22.95956,21.43373,2.13519
28.8445,22.17577,2.02068
26.84304,26.10932,2.04353
24.81142,23.96289,2.17632
25.26591,21.09836,2.32674
25.52427,22.90787,2.3533
27.56834,23.29372,2.07409
26.18601,25.46641,2.08229
26.94107,23.44063,2.26649
27.68754,21.84955,2.03301
27.48427,20.78255,2.14499
25.52932,20.17627,2.26639
26.26998,23.93819,2.43154
25.94207,25.83924,2.20825
29.57412,24.66128,2.0256
27.31001,25.23549,2.34796
29.88188,28.01802,2.45071
25.94524,24.51986,2.17302
24.8782,21.38717,2.20314
26.69291,22.81873,2.14173
29.03282,21.29837,2.34255
24.96658,22.98453,2.29334
29.98754,24.81612,2.45371
27.27241,20.67513,2.36269
